order_id,orderDate,customer_id,Resturant_ID,Fooditem,quantity,deliver_status,payment_method
254292,16-01-2023,9,212,2147,9,Delivered,COD
254293,16-01-2023,25,214,2155,9,Cancelled,UPI
254294,16-01-2023,14,211,2142,1,Delivered,COD
254295,16-01-2023,6,212,2147,3,Delivered,COD
254296,16-01-2023,15,212,2147,3,Delivered,Card
254297,16-01-2023,25,217,2164,9,Delivered,UPI
254298,16-01-2023,4,213,2150,2,Delivered,UPI
254299,16-01-2023,10,212,2147,6,Delivered,UPI
254300,16-01-2023,4,212,2147,10,Delivered,UPI
254301,16-01-2023,8,211,2141,3,Delivered,COD
254302,16-01-2023,2,216,2163,10,Delivered,UPI
254303,16-01-2023,24,211,2144,6,Delivered,UPI
254304,16-01-2023,7,214,2155,7,Delivered,UPI
254305,16-01-2023,23,211,2141,4,Delivered,UPI
254306,17-01-2023,4,212,2147,10,Delivered,COD
254307,17-01-2023,4,211,2142,1,Delivered,Card
254308,17-01-2023,26,214,2151,6,Delivered,COD
254309,17-01-2023,6,211,2143,10,Delivered,UPI
254310,17-01-2023,25,212,2147,7,Delivered,UPI
254311,17-01-2023,5,211,2141,1,Delivered,COD
254312,17-01-2023,20,214,2153,8,Delivered,COD
254313,17-01-2023,4,212,2145,7,Delivered,COD
254314,17-01-2023,23,214,2155,5,Delivered,Card
254315,17-01-2023,30,214,2153,1,Delivered,UPI
254316,17-01-2023,4,213,2149,3,Delivered,COD
254317,17-01-2023,9,214,2153,7,Delivered,UPI
254318,17-01-2023,1,212,2147,7,Delivered,UPI
254319,17-01-2023,4,214,2155,4,Delivered,Card
254320,17-01-2023,1,214,2151,7,Delivered,UPI
254321,17-01-2023,11,217,2165,3,Delivered,UPI
254322,17-01-2023,15,211,2142,1,Delivered,UPI
254323,17-01-2023,2,211,2141,6,Cancelled,COD
254324,17-01-2023,4,211,2141,5,Delivered,UPI
254325,17-01-2023,29,212,2147,5,Delivered,COD
254326,17-01-2023,4,214,2153,10,Delivered,UPI
254327,17-01-2023,13,211,2142,5,Delivered,UPI
254328,17-01-2023,20,212,2147,10,Delivered,UPI
254329,18-01-2023,30,211,2142,10,Cancelled,UPI
254330,18-01-2023,16,212,2145,1,Delivered,COD
254331,18-01-2023,11,212,2147,4,Delivered,COD
254332,18-01-2023,17,214,2153,4,Delivered,COD
254333,18-01-2023,18,217,2165,3,Delivered,UPI
254334,18-01-2023,25,212,2145,1,Cancelled,Card
254335,18-01-2023,25,212,2145,4,Delivered,UPI
254336,18-01-2023,14,217,2164,6,Delivered,UPI
254337,18-01-2023,19,211,2144,10,Delivered,COD
254338,18-01-2023,4,216,2161,1,Delivered,UPI
254339,18-01-2023,11,216,2162,7,Delivered,UPI
254340,18-01-2023,7,211,2141,2,Delivered,UPI
254341,18-01-2023,5,211,2143,3,Delivered,Card
254342,18-01-2023,18,212,2145,5,Delivered,UPI
254343,18-01-2023,19,214,2155,7,Delivered,UPI
254344,18-01-2023,4,214,2155,5,Delivered,UPI
254345,18-01-2023,30,212,2145,5,Delivered,UPI
254346,18-01-2023,3,212,2147,6,Delivered,UPI
254347,18-01-2023,18,211,2141,10,Delivered,Card
254348,18-01-2023,23,212,2147,8,Delivered,UPI
254349,18-01-2023,25,213,2150,5,Delivered,UPI
254350,18-01-2023,3,211,2142,3,Delivered,UPI
254351,18-01-2023,21,214,2152,2,Delivered,UPI
254352,18-01-2023,26,217,2164,4,Delivered,UPI
254353,18-01-2023,28,211,2144,9,Delivered,COD
254354,18-01-2023,8,214,2153,7,Delivered,UPI
254355,18-01-2023,1,212,2147,6,Delivered,UPI
254356,18-01-2023,29,217,2165,8,Delivered,UPI
254357,18-01-2023,4,212,2147,10,Delivered,UPI
254358,18-01-2023,10,211,2143,8,Delivered,UPI
254359,18-01-2023,4,217,2165,5,Delivered,UPI
254360,18-01-2023,19,211,2141,2,Delivered,UPI
254361,18-01-2023,4,211,2141,7,Delivered,UPI
254362,18-01-2023,25,211,2142,3,Delivered,UPI
254363,18-01-2023,8,212,2147,4,Delivered,UPI
254364,18-01-2023,17,212,2147,7,Delivered,UPI
254365,18-01-2023,1,211,2142,8,Delivered,Card
254366,18-01-2023,25,211,2142,7,Delivered,Card
254367,18-01-2023,28,214,2151,8,Delivered,UPI
254368,18-01-2023,4,214,2151,4,Delivered,UPI
254369,18-01-2023,14,217,2165,5,Delivered,COD
254370,18-01-2023,2,212,2147,1,Delivered,COD
254371,18-01-2023,16,212,2146,3,Delivered,UPI
254372,18-01-2023,8,213,2150,10,Delivered,UPI
254373,19-01-2023,24,217,2164,8,Delivered,UPI
254374,19-01-2023,6,212,2145,9,Delivered,UPI
254375,19-01-2023,10,211,2144,4,Delivered,UPI
254376,19-01-2023,1,217,2165,1,Delivered,COD
254377,19-01-2023,21,211,2143,1,Delivered,UPI
254378,19-01-2023,25,212,2147,5,Delivered,UPI
254379,19-01-2023,4,213,2150,5,Delivered,COD
254380,20-01-2023,4,211,2142,9,Cancelled,Card
254381,20-01-2023,25,212,2145,1,Delivered,Card
254382,20-01-2023,17,212,2145,9,Delivered,UPI
254383,20-01-2023,12,212,2146,4,Delivered,UPI
254384,20-01-2023,27,216,2163,3,Delivered,UPI
254385,20-01-2023,15,212,2146,10,Delivered,UPI
254386,20-01-2023,2,214,2155,9,Delivered,Card
254387,20-01-2023,4,217,2165,2,Delivered,UPI
254388,20-01-2023,25,212,2145,5,Delivered,UPI
254389,20-01-2023,11,212,2147,9,Delivered,COD
254390,20-01-2023,22,216,2160,4,Delivered,UPI
254391,20-01-2023,10,214,2155,9,Delivered,UPI
254392,20-01-2023,3,216,2163,9,Delivered,UPI
254393,20-01-2023,6,211,2143,3,Delivered,UPI
254394,20-01-2023,5,211,2144,4,Delivered,UPI
254395,20-01-2023,5,212,2147,4,Delivered,UPI
254396,21-01-2023,14,211,2142,1,Delivered,UPI
254397,21-01-2023,25,213,2148,2,Cancelled,COD
254398,21-01-2023,22,212,2147,6,Cancelled,UPI
254399,21-01-2023,3,212,2147,10,Delivered,COD
254400,22-01-2023,12,213,2150,2,Cancelled,UPI
254401,22-01-2023,10,214,2154,4,Delivered,UPI
254402,22-01-2023,3,213,2150,6,Delivered,COD
254403,22-01-2023,29,212,2147,6,Delivered,UPI
254404,22-01-2023,9,214,2154,4,Delivered,UPI
254405,22-01-2023,4,212,2145,6,Delivered,Card
254406,22-01-2023,19,213,2150,3,Delivered,UPI
254407,22-01-2023,4,212,2147,8,Delivered,UPI
254408,22-01-2023,25,211,2143,5,Delivered,UPI
254409,22-01-2023,25,212,2145,10,Delivered,UPI
254410,22-01-2023,13,214,2151,4,Delivered,UPI
254411,22-01-2023,25,214,2155,1,Delivered,UPI
254412,22-01-2023,25,217,2164,4,Delivered,COD
254413,22-01-2023,20,212,2147,8,Delivered,UPI
254414,22-01-2023,21,211,2144,8,Cancelled,UPI
254415,22-01-2023,11,213,2148,1,Delivered,UPI
254416,22-01-2023,4,212,2147,4,Delivered,Card
254417,22-01-2023,29,217,2164,8,Delivered,UPI
254418,22-01-2023,30,212,2147,3,Delivered,COD
254419,22-01-2023,5,212,2145,4,Delivered,UPI
254420,22-01-2023,28,216,2160,7,Delivered,COD
254421,22-01-2023,12,217,2165,2,Delivered,COD
254422,22-01-2023,16,213,2149,1,Cancelled,UPI
254423,22-01-2023,25,212,2147,8,Delivered,UPI
254424,22-01-2023,25,212,2146,7,Delivered,UPI
254425,22-01-2023,13,214,2155,8,Delivered,UPI
254426,22-01-2023,11,214,2153,3,Delivered,UPI
254427,22-01-2023,14,212,2145,7,Delivered,UPI
254428,22-01-2023,4,211,2142,5,Delivered,Card
254429,22-01-2023,13,212,2147,4,Delivered,COD
254430,22-01-2023,17,212,2147,7,Delivered,UPI
254431,22-01-2023,13,214,2154,7,Delivered,UPI
254432,22-01-2023,22,211,2142,1,Delivered,COD
254433,22-01-2023,4,212,2147,3,Delivered,UPI
254434,23-01-2023,25,212,2147,10,Delivered,UPI
254435,23-01-2023,25,213,2150,5,Delivered,UPI
254436,23-01-2023,3,212,2145,6,Delivered,UPI
254437,23-01-2023,14,211,2141,6,Cancelled,COD
254438,23-01-2023,25,214,2151,3,Delivered,UPI
254439,23-01-2023,2,212,2147,2,Delivered,COD
254440,23-01-2023,10,214,2151,5,Delivered,COD
254441,23-01-2023,7,214,2153,9,Delivered,COD
254442,23-01-2023,4,217,2165,3,Delivered,UPI
254443,23-01-2023,22,211,2142,5,Delivered,UPI
254444,23-01-2023,4,211,2141,5,Delivered,UPI
254445,23-01-2023,25,212,2147,8,Delivered,UPI
254446,24-01-2023,11,217,2165,7,Delivered,UPI
254447,24-01-2023,27,211,2142,6,Delivered,UPI
254448,24-01-2023,4,212,2147,9,Delivered,COD
254449,24-01-2023,5,211,2142,3,Delivered,UPI
254450,25-01-2023,22,214,2154,6,Delivered,UPI
254451,25-01-2023,29,211,2141,3,Delivered,COD
254452,25-01-2023,25,213,2149,6,Delivered,UPI
254453,25-01-2023,3,214,2155,8,Delivered,COD
254454,25-01-2023,4,214,2154,2,Delivered,Card
254455,25-01-2023,28,214,2152,2,Delivered,UPI
254456,25-01-2023,25,216,2162,6,Delivered,UPI
254457,25-01-2023,4,211,2142,5,Delivered,UPI
254458,25-01-2023,7,211,2143,7,Delivered,Card
254459,25-01-2023,14,214,2154,6,Delivered,COD
254460,25-01-2023,20,212,2147,2,Delivered,UPI
254461,25-01-2023,14,216,2161,10,Delivered,UPI
254462,25-01-2023,20,213,2150,7,Delivered,UPI
254463,25-01-2023,19,216,2160,9,Cancelled,COD
254464,25-01-2023,27,217,2165,1,Delivered,UPI
254465,25-01-2023,8,212,2145,6,Delivered,UPI
254466,25-01-2023,25,211,2142,6,Delivered,UPI
254467,25-01-2023,4,211,2142,4,Delivered,COD
254468,25-01-2023,27,211,2144,7,Delivered,UPI
254469,25-01-2023,9,212,2147,2,Delivered,UPI
254470,25-01-2023,25,211,2141,7,Delivered,COD
254471,25-01-2023,19,211,2141,10,Delivered,UPI
254472,25-01-2023,11,211,2141,9,Delivered,UPI
254473,25-01-2023,4,212,2147,10,Delivered,COD
254474,25-01-2023,6,213,2150,5,Delivered,UPI
254475,25-01-2023,4,214,2155,2,Delivered,UPI
254476,25-01-2023,4,212,2145,1,Delivered,UPI
254477,26-01-2023,9,213,2150,2,Delivered,COD
254478,26-01-2023,26,213,2148,5,Delivered,UPI
254479,26-01-2023,19,213,2150,5,Delivered,UPI
254480,26-01-2023,4,211,2142,9,Delivered,COD
254481,26-01-2023,25,212,2145,7,Delivered,UPI
254482,26-01-2023,28,211,2142,10,Delivered,UPI
254483,26-01-2023,4,217,2164,4,Delivered,COD
254484,26-01-2023,27,213,2149,6,Delivered,UPI
254485,26-01-2023,25,211,2141,5,Delivered,UPI
254486,26-01-2023,20,212,2147,10,Delivered,COD
254487,26-01-2023,23,216,2161,2,Delivered,UPI
254488,26-01-2023,10,212,2147,8,Delivered,UPI
254489,26-01-2023,12,212,2145,2,Delivered,UPI
254490,26-01-2023,11,212,2145,6,Delivered,UPI
254491,26-01-2023,18,211,2142,8,Delivered,UPI
254492,26-01-2023,9,214,2154,10,Delivered,UPI
254493,26-01-2023,13,214,2155,4,Delivered,Card
254494,27-01-2023,12,213,2150,4,Delivered,COD
254495,27-01-2023,24,211,2142,10,Delivered,UPI
254496,27-01-2023,4,213,2149,3,Delivered,UPI
254497,27-01-2023,24,211,2141,5,Delivered,Card
254498,27-01-2023,22,216,2162,5,Delivered,UPI
254499,27-01-2023,1,213,2150,7,Delivered,UPI
254500,27-01-2023,9,211,2142,3,Delivered,UPI
254501,27-01-2023,23,216,2160,4,Delivered,COD
254502,27-01-2023,25,212,2147,2,Delivered,UPI
254503,27-01-2023,25,212,2146,3,Delivered,UPI
254504,27-01-2023,1,212,2147,7,Delivered,Card
254505,27-01-2023,5,216,2160,10,Delivered,UPI
254506,27-01-2023,18,212,2147,5,Delivered,COD
254507,27-01-2023,25,212,2145,10,Delivered,UPI
254508,27-01-2023,17,212,2145,1,Delivered,UPI
254509,27-01-2023,15,211,2141,2,Delivered,COD
254510,27-01-2023,2,211,2141,8,Delivered,UPI
254511,27-01-2023,17,212,2147,2,Cancelled,UPI
254512,27-01-2023,25,212,2147,2,Delivered,UPI
